bedroom_count,net_sqm,center_distance,metro_distance,floor,age,price
1,58.53883747824448,1097.05,113.85809488698906,11,8,96228.88145981904
1,28.768852117896284,1961.83,144.8485953159518,3,64,89862.53588191036
1,16.17661255466114,1450.79,112.43404170064308,20,95,89382.5868987118
1,45.68192549088924,280.82,-8.349222388797553,7,88,91875.37718752364
1,57.13229124194944,1541.94,120.79694192297292,7,58,89065.55793487298
1,41.21376036393378,1055.15,54.30618589777731,1,62,89639.8111411432
1,41.21047459132183,1019.11,5.405769883416156,12,9,94222.22936776851
1,28.765730627304364,1639.05,156.38580711268764,1,60,89020.97626001021
1,28.33361492053257,591.86,33.17835318958691,10,3,96666.25659916952
1,4.024204678008486,508.85,-35.71341734830222,22,42,95802.98904233437
1,29.045629965031253,118.74,33.82571277628871,2,76,94894.01406753552
1,50.38741758123072,1082.27,52.039381780837886,7,34,91117.83482963277
1,3.317200837431459,448.19,42.93436978980695,14,19,96494.6058745574
1,19.226670953977912,1826.01,200.79542810887685,6,57,91152.71317293402
1,31.924755547556742,1710.06,160.3545455378705,17,11,92501.88877262303
1,21.68272033864151,485.69,100.68213422716504,19,27,97690.66586307244
1,59.7197815986034,573.03,-10.168591017682637,11,32,95609.77556118125
1,37.63857882893451,711.13,84.11878205887746,10,6,94468.83942287875
1,22.78741071436285,1034.78,58.88969545298433,17,87,91300.18515874498
1,59.972505727946974,1093.92,54.91294254090591,19,85,93231.33084993513
1,38.99367397630009,843.2,46.94551676177923,14,32,95522.52239885845
1,47.87032950833661,419.47,22.17467339363137,2,78,91615.98568236094
1,51.95295834614579,137.91,15.220167111487273,7,94,95801.14522655058
1,25.39947936217072,1542.74,80.58910796083217,15,33,91232.50633353938
1,14.948701371174591,948.91,130.44322434770936,23,46,93534.51766246423
1,28.4899824657808,1987.03,202.11582198652297,19,76,88606.09179951093
1,19.700567739365017,1031.72,16.042615686138816,2,3,91228.25528556533
1,41.00452180568925,1009.41,165.25950968977995,23,52,97312.32350660884
1,28.348236860342,1948.55,270.16395880152913,1,84,89187.46908800484
1,-4.043190476191255,1027.5,151.41397855798257,23,0,96230.89358727541
1,50.232107855997,1438.12,120.43455820938244,20,8,94336.51702888898
1,62.76054238330106,1691.53,98.70006892447287,12,54,90229.8737565949
1,38.15604713556793,520.33,99.55228634655684,4,75,92713.61674086959
1,44.99096257407486,1838.95,145.34665265134103,20,8,93347.84241402097
1,68.77090419486532,1335.34,181.30285351912136,14,75,94713.15754500835
1,31.65921698129371,1291.66,126.66314890384302,1,87,88944.27543285635
1,44.66248926852066,617.55,104.41145182418563,15,31,94419.85011756286
1,56.09680415021404,1353.19,139.6054198587201,6,61,90102.95975204883
1,50.96089483264763,1056.68,130.4298584095974,4,73,92119.29772925435
1,34.48506963730986,1882.43,169.94370103604103,22,54,92161.63983954088
1,2.9909475972517505,35.35,92.47502469529176,12,3,96422.97933815804
1,5.356032517808838,447.44,46.615204635180994,7,54,92490.16415634175
1,-0.1267506559539999,1723.71,175.2333681722351,3,26,89987.32027631579
1,36.096884716477376,387.52,129.03433485281272,15,72,96801.67729364155
1,36.09854486765731,1417.05,60.14654694287768,6,62,89538.15732511133
1,-5.899626925065993,943.84,21.42135007571332,24,82,92757.76784375566
1,44.76206002170559,1022.48,140.49303540790055,8,90,90902.21097797167
1,38.7798312322504,1298.74,58.230429744292,4,11,92163.05433955765
1,41.14484872967498,1089.23,195.21175928246464,7,71,94936.59936512419
1,46.0256459998167,287.23,5.169750962012632,17,72,96151.55148416781
1,22.58156239316627,381.31,-3.054840572037889,5,30,93118.94725518016
1,20.754129058287383,507.3,141.80410132401923,13,21,97148.86375322833
1,49.91737871883282,1511.67,210.0760395717212,3,61,89981.263381241
1,36.8734033896239,1060.64,188.8355480213285,21,11,94723.44370455074
1,33.36922637081455,33.91,48.35413291376926,19,4,100558.64963273372
1,12.660234423667752,728.36,22.49111574726488,19,73,94999.98115354235
1,27.381830890947363,1168.25,200.6457476549517,14,64,91989.77348647086
1,45.80074904264539,716.83,51.11453145243099,14,40,92890.3714987525
1,64.97119762102817,1936.97,214.45011978981975,14,32,94367.67809935182
1,21.51358855115697,877.97,126.3798983886874,9,86,93409.76923415152
1,75.76685940745205,65.18,-1.884304654541709,9,58,96678.17474486632
1,39.5573277114855,1976.81,208.616868517304,8,9,92630.331387287
1,34.73394198594755,632.95,103.07583357832634,16,66,96833.30950521445
1,38.710254344702165,604.45,73.22177655778147,18,2,95509.4739031705
1,18.51873528000306,1299.12,61.95076047079026,7,69,90080.56626404356
1,4.670627680632258,813.08,88.0891087103028,9,35,92281.02194150968
1,49.55187820181022,1340.97,187.00659483435152,12,13,93268.57390437281
1,52.55314452160655,1177.2,71.21960701343173,24,75,95430.79323964973
1,61.83218477901124,528.5,40.08327298361646,19,42,95335.06086236093
1,52.74702635424181,1528.73,115.82802241391812,3,87,87808.51526872587
1,48.83771872893978,701.44,155.59278642396708,13,94,94143.3707036422
1,30.492895352891985,1455.54,164.61333785062175,18,9,95826.55993031943
1,51.47935533567053,1655.31,169.3509918120555,21,15,94797.35996421648
1,43.22425418706858,1535.65,99.7126962777342,20,23,93167.51262151083
1,22.586525054988115,109.21,36.79135956459086,9,24,94385.22773059714
1,52.059062975156486,1983.36,144.7857669671312,13,80,89472.30698502087
1,66.54250905226726,1246.75,113.79902791371757,10,82,92616.68597355433
1,53.91365537212604,1397.25,93.96019608105595,23,76,92028.83292664733
1,62.2143884383207,1351.38,155.445864747325,3,51,92835.17273007584
1,40.386084372339255,803.6,101.15354083074703,15,29,96869.99100280274
1,44.49015256249058,671.84,50.05066222110026,3,55,92071.38893806288
1,37.00899952625203,690.99,81.98943563308225,5,60,94613.39358297916
1,38.80876284823795,1806.23,107.90762456347473,5,27,88624.09119885374
1,7.647286434717898,985.34,14.117720364719716,5,14,91660.36305076885
1,67.77905188612937,801.16,94.07398506322684,3,52,93031.40109831671
1,57.356416227232735,195.46,25.92507476862645,23,64,95979.88558755018
1,39.76723610189187,246.29,53.91767184460532,16,19,97103.5967494343
1,23.82218562981295,579.61,171.3221387431971,15,11,95625.00666796294
1,21.15144569136749,1682.68,198.6651743495207,15,20,93651.5965471851
1,67.44306120892526,1610.6,99.31288872779206,15,5,93314.99144237832
1,58.077932902836814,1426.59,184.24391440479263,21,73,93624.09947177133
1,47.42626813762662,684.99,-4.146270525576064,9,27,94652.7470528864
1,43.03063986858914,597.99,30.73986975926455,12,93,91659.40179263911
1,19.23670459938789,1872.87,165.14621973376842,22,9,93573.01276513678
1,21.688267830669872,384.9,120.30813608246834,20,2,98697.47934514447
1,54.14322818839587,1471.05,95.156758897578,8,21,93771.63936321856
1,29.8319064115038,1408.67,85.45837306704928,23,19,93259.5020926249
1,48.218144033361455,1531.37,132.90067377872836,10,18,91969.8615298153
1,48.22279073960912,1557.37,106.98938568189462,10,64,89468.9670291263
1,27.83649355946642,1988.33,235.28149610532532,14,21,91513.776511629
1,35.081538849609515,148.47,-40.63427541817117,1,48,92791.23720982147
1,37.76814527606533,1140.4,45.26256737944489,2,85,89538.04381379072
1,35.73533929173052,365.69,11.021097762778291,12,50,95627.70609323343
1,12.905468626600657,697.99,37.91747746538475,22,97,91365.77535008523
1,18.54258916395876,982.67,184.91690269084927,10,96,92630.94205742143
1,59.90397455889649,1131.53,149.30874034628803,14,97,94664.96209713776
1,37.268695292831325,497.86,49.18496206925955,15,11,94762.58546644828
1,62.24278575945762,537.18,-12.925575941508406,2,74,93456.74230815662
1,57.27803567202186,1967.96,219.33454882007732,21,70,91887.32024874742
1,16.355640743095986,1014.61,41.30413263052176,16,73,91986.02234276664
1,41.4607957966371,935.32,6.940245161119421,24,43,95955.04926593101
1,12.71971675925816,203.2,77.6894896176151,9,70,94768.73230236466
1,24.92274737442497,551.7,65.50013059624249,6,0,93639.48804363725
1,24.67708084849908,238.58,67.51514118904095,1,89,92262.35846823768
1,38.580565151181325,1116.67,116.43668264715106,9,13,95269.92777843209
1,-5.918381472708642,1760.97,201.32883059513452,13,24,89156.4889248404
1,40.96848817023837,162.0,-17.971279665007344,4,61,94334.41036738176
1,12.416381796276866,556.08,-1.6649420892232314,14,14,92758.27190957207
1,55.7001207975181,817.11,107.61962591408135,15,74,94783.43721320073
1,37.95647457404779,1957.87,136.03781679130793,11,15,91101.17243019259
1,23.67054572068581,1774.98,125.27071111248998,23,18,90429.79122128175
1,43.25548434542661,858.4,54.47937482413285,11,10,92495.11726315058
1,33.09771570078543,366.4,33.84995795125283,1,73,91926.14876113745
1,-5.256861699764297,1570.96,123.68670443732582,21,41,91941.49951768538
1,53.1775779082725,535.32,-20.56876467090094,13,57,95295.13027591724
1,66.5480996989996,1329.16,87.44347985835549,17,8,95425.9527790178
1,71.52065925900443,1676.33,39.69954238877867,12,75,89850.90249273507
1,31.96274427680791,1275.88,146.09077255135938,8,37,90906.30117118685
1,9.469598524736062,1959.05,96.2116172196626,1,83,84153.48578955105
1,42.274949724632,511.17,-9.213866971422531,10,59,92767.77138964558
1,65.57039962478056,301.51,29.74415396304872,21,37,98292.45798356383
1,60.02566677577093,710.82,26.99565018043434,8,60,94267.33580044674
1,24.10182932563025,21.0,79.0407297703368,4,61,94942.25152882357
1,10.557435045276405,1502.31,70.56505451382756,21,75,89789.71428700577
1,33.704107773211646,1801.64,175.50014346745917,16,40,89975.53083816206
1,49.71789667318077,54.65,2.95435908862522,18,26,99757.98057382827
1,48.924576640937815,882.69,21.037425112940127,15,47,91933.85018656385
1,46.332836888834905,1601.85,170.33033302658768,5,31,92035.90628444141
1,53.19540740096406,323.87,20.570983438887595,12,84,96123.89711963519
1,70.11224395193568,1435.85,167.81602756068335,22,15,96581.68263311742
1,24.4606287069549,1844.2,207.15320769818655,18,82,91152.42356337182
1,59.39099920081112,1424.85,236.39829746403447,6,53,93825.41937620362
1,45.36077059477951,1646.91,215.0482974718196,20,20,95929.80577077507
1,15.495775242146568,576.64,33.43850810287782,12,88,91584.32634157414
1,64.52394795512812,467.26,30.084441121203675,24,76,95312.85521696869
1,66.20777750634387,1915.15,227.34647979435564,8,61,93043.81139435258
1,0.7360148189255824,734.37,98.85648653612988,9,53,91805.28584196256
1,43.76496669105374,1671.8,182.4685763048796,1,71,89156.06054163183
1,74.61629782557338,787.75,-9.950302215541726,6,8,95701.03386766493
1,13.571323528216151,688.36,60.73609378005322,17,85,94320.09029833856
1,67.47338573200602,558.31,13.346354539715556,13,64,93129.11386555678
1,38.07759328158643,1663.43,163.7049299521619,1,19,90897.86545326147
1,74.6867993357628,1270.9,109.4734805178521,17,31,95136.25374033942
1,27.499827343142726,550.65,95.0674454046296,11,24,93947.3884749373
1,33.57987061706907,444.6,55.874910759565104,3,95,92270.83122207684
1,41.07038341491186,41.89,43.0864981054488,22,78,97788.22920176265
1,26.63946684569992,1783.67,137.20934516320287,20,41,92845.6702859468
1,21.9592312683488,1996.16,132.43208720408748,4,76,88436.96035737568
1,14.933413736352051,1816.33,142.96721533987255,22,60,92372.06649846019
1,71.46340960384136,1535.17,137.31427930692797,16,37,92986.70194806281
1,68.62562184499976,190.35,36.08908677775409,2,31,94655.14960392582
1,16.591259333150635,1092.98,211.3336475345426,15,26,95591.42460049054
1,26.19330342416227,1522.01,134.86804241696785,23,19,93080.33929096145
1,36.7049505415024,1985.85,130.92924997536113,19,83,88108.39714760141
1,-0.172058806500619,821.37,56.62421121503068,16,69,90638.56305903412
1,20.292823137085364,1624.46,123.0216012676953,5,1,88940.16127151658
1,31.77123956386494,1974.11,201.7439736886731,23,83,90257.76630123111
1,45.77262819731545,65.36,-71.15745072223123,16,67,96719.55167166993
1,54.61079044686561,1007.87,93.87139971001658,22,34,94620.64369151992
1,67.84180371413711,1260.41,121.2622268982688,10,87,93283.64029516815
1,63.81054364351502,1598.57,155.4803518100138,13,36,93315.0326607636
1,60.28536911007775,1919.58,142.89639655173184,18,54,91629.2933734454
1,35.68711402107078,1026.69,80.50601351319966,11,3,92367.50648475753
1,53.43700428095211,589.86,-18.11564544912657,21,32,95594.07134511968
1,33.34978907873156,427.15,13.777505831890291,3,16,95779.86705606949
1,48.59005688390276,58.87,-21.84477380083589,23,63,96754.47918594582
1,52.737477474608326,502.18,65.99870231307128,5,57,96065.19053034089
1,31.52123286200146,1071.6,38.63487840890436,13,14,93404.1025788663
1,55.16963989268987,351.85,70.72640508549966,11,2,98489.62681327685
1,0.2673880318314623,995.7,164.33722722456844,20,1,96812.39221190976
1,31.70849312487063,521.34,-56.57865125067662,24,52,93486.28767445567
1,70.80306750379836,568.63,72.48963653890505,19,88,97752.06966361089
1,54.62250874217213,1300.04,150.84900175151228,9,20,94116.6758998165
1,52.14093320787869,519.4,14.874148722388544,3,39,93345.6620889777
1,41.38562028041693,1610.53,125.08410928356012,9,86,88853.09877403546
1,25.840268712967948,677.88,54.36517112065222,1,41,91147.71407608694
1,76.9935599869566,1755.86,143.13785602991356,19,5,94828.46804142214
1,39.35946031152374,1429.64,113.21695154764387,24,48,94102.31385195989
1,13.40885931494129,322.09,-54.81209031649883,20,48,93746.59684726584
1,40.29250799364956,1442.05,187.401078239156,2,22,92628.12833643693
1,63.51688730200877,115.43,64.36962960184105,17,26,97793.41618357296
1,23.32394898033798,1667.41,109.39868703978986,19,36,89968.93009000533
1,60.442586219331865,1968.18,103.8149836098743,23,2,91485.75281087053
1,30.99307303237542,727.88,91.56244382263792,2,39,93682.56080155319
1,48.44913105707847,1486.64,105.00820150934672,4,38,91970.14112939232
1,53.47600169451536,73.59,13.720758166038983,6,44,95640.4744756454
1,23.071175273833003,991.54,73.27217914274523,16,62,92431.21049661707
1,35.808405342046946,821.26,108.49033755350932,16,69,95949.36933928303
1,38.04424182522395,557.61,84.9223571828003,19,46,95880.72145488928
1,63.394945881951806,1494.36,98.21253107682077,5,79,91120.18029405217
1,69.21630037653112,1222.69,40.87390223024724,16,18,95076.83992315922
1,3.1185236924959945,707.69,-15.454819866754086,23,61,93622.10508165439
1,51.72660527779499,1454.39,161.41406895536028,14,33,94361.19810759247
1,-5.326536530674026,596.3,-5.775962889201452,13,57,93289.0267264712
1,-8.499109139432013,1227.59,85.14228228506562,16,68,91795.37032036448
1,32.19559950375539,767.45,39.25479807747459,24,8,94349.21000261523
1,16.59580089182355,1694.74,149.8982351865227,3,76,88139.68021257629
1,14.346568157935945,1748.19,60.52310970767465,13,12,89328.61976354383
1,25.21081540429097,556.05,59.48342983969142,13,47,95153.92515839147
1,20.470035419156822,1431.52,155.03135119171026,21,26,95381.27240564494
1,52.05549579769667,1489.95,138.51660435223306,12,72,92047.5829820449
1,59.81392774962326,210.14,3.368291415076412,3,81,93785.6824439345
1,14.3633054395085,1481.3,138.18700831343915,2,1,92202.53716102365
1,48.45749053148312,364.81,52.78521728200651,7,90,92405.51484438824
1,57.45084515827104,896.42,-57.9518378213325,10,76,90622.0054619275
1,32.11529986226418,1419.93,225.58931541253472,24,95,93500.8643499433
1,45.92477079856448,1057.9,114.71566613439632,10,10,95781.73925714864
1,29.733399894911983,986.52,56.166370880649,13,16,94289.69303287746
1,5.904504277294025,511.96,26.528731240619944,15,22,96373.22539008077
1,32.02905380571474,1233.82,135.7308888674594,22,48,95229.64210606623
1,64.520194144832,403.2,30.48280304828167,6,71,95616.40700967453
1,39.868564130210366,69.95,-95.23872338907472,11,36,94587.32387817604
1,46.44521293776895,1632.87,250.18294306796597,1,77,90704.90758601308
1,47.43558223473295,1046.23,88.63366713837637,12,71,94110.23726240435
1,-0.6910860195853665,225.81,71.33153558579,20,59,96418.99555764941
1,16.686250845762874,863.13,43.07920761078044,22,76,95105.40567706584
1,11.178591506904793,1018.03,168.44155271228988,24,85,94565.41331337206
1,75.00472954519836,1351.27,135.93148444461397,13,43,95708.93755364604
1,0.5792651181484381,1292.79,146.79329172377254,7,13,91059.69061442226
1,34.283169915110165,1043.1,41.61633169265225,11,89,91378.1889678489
1,45.70364373539934,620.64,116.41486448413504,19,19,95610.14919367514
1,19.96771745477254,437.21,73.83980822673942,5,52,94435.88831678109
1,30.425383732987687,200.65,83.15081147824992,3,54,95827.55777448509
1,42.54494546321554,1447.66,98.88502201792106,5,44,91348.82840919367
1,16.230803828922216,1619.85,121.7351440769606,3,95,89032.50012685917
1,40.47443003703207,233.29,136.1919348841971,15,53,99412.72197806847
1,48.93018435084013,1112.98,47.16740886392264,21,12,93416.7908719487
1,35.000761408799654,1914.02,165.46431496608395,22,94,92293.64426567062
1,36.5982543715007,1526.88,194.2637681301348,8,8,94913.23752393498
1,41.32478247768779,1261.6,118.43024838574276,2,48,91024.82379083603
1,72.39956290290806,435.4,68.33368398766468,1,96,95315.66772702633
1,40.75508924876732,1995.32,159.60634853685625,7,36,89996.02794247161
1,73.3241678623333,790.97,89.69009439237593,19,44,94647.48571072513
1,35.17862158238361,1902.15,105.86715741323415,22,66,89584.50688894128
1,43.12424307124169,1254.14,195.77913398090945,4,46,94530.59682891163
1,6.644315804753358,1492.62,128.42759774357148,24,40,93604.13905527239
1,9.551772693503338,69.4,-27.76291019984252,6,89,93171.50856223854
1,10.508351965577411,53.31,38.11705410159571,7,38,93403.0329684345
1,32.64000546161637,76.39,-16.160889369427665,1,45,95385.86874096404
1,37.36998522057757,1926.02,106.6288764298623,21,5,91455.8879343252
1,37.17580450296074,1926.76,106.07252471012224,21,71,90675.92969032057
1,53.25068565040619,14.67,36.00895763450663,5,78,96753.39020957105
1,39.1033101143039,950.14,77.53392809268665,8,25,91610.12138604507
1,44.178945377615314,1779.13,153.43662201657804,15,68,92743.8029101761
1,29.136259593492998,643.29,111.78329029881314,3,71,94321.17949591955
1,48.5130677038109,38.19,-52.90419043783717,22,92,96010.74729020253
1,48.67927838662929,1469.65,95.73461235675876,2,72,88306.52868583438
1,61.27696976918751,723.87,45.90430954093622,8,49,95775.9476360468
1,20.30542912289827,1573.37,146.3208794658537,5,58,90048.39062888437
1,-0.5266691273651105,960.72,84.35622743547106,7,85,88521.80371208198
1,6.810088293622002,1728.92,141.25844038050462,10,22,89987.72180034115
1,21.74764978167014,261.61,20.46357989521763,5,10,96772.80839658319
1,65.8835114486222,1892.08,164.92193618544124,9,35,90806.39093698817
1,42.8948048352355,515.82,10.443580572410356,18,14,98063.56311447383
1,46.00270237214438,1986.26,138.1137505722961,7,63,89914.42636605725
1,49.92769822752709,1917.99,186.34491788619695,19,4,93849.50694421784
1,49.23051476595417,812.99,28.623345850223608,22,84,93661.09745493135
1,59.08062386085094,1727.1,97.5712370404573,3,55,88439.04317899846
1,2.264903764243419,1464.02,116.14718744371532,4,43,88037.05432407308
1,32.98396599554519,371.68,25.56784919180921,11,55,96398.67553403939
1,49.94630822891106,361.3,145.35317486491047,15,71,98832.85491623514
1,20.443733385402503,1044.09,58.73308620718831,6,91,90065.4828443969
1,53.414295182644935,1191.25,154.37553624847473,2,96,90082.03481784987
1,19.82830331166208,48.1,41.68841671023159,24,16,98424.42025816458
1,40.32485477178908,879.29,19.688852239813198,1,58,92341.0586683426
1,20.84224580834156,1323.6,157.78664887012997,13,45,91678.90059569012
1,33.89405011867464,44.2,-55.21603200966589,15,20,98054.93302671093
1,33.73880895567959,965.33,-46.07891189983705,18,79,90029.63563047443
1,50.065493845421685,620.83,86.19067621796904,24,26,98457.0813147258
1,19.176517508486768,1468.8,44.39747082811401,9,21,90106.64048856898
1,38.50154892920902,977.56,110.52712309029572,7,4,92451.9019215288
1,30.91394617081713,124.68,-22.979344886860822,5,42,92799.91318856174
1,21.10034185366636,782.81,153.43043980949358,11,78,92661.2065623264
1,38.50032142728405,1834.94,218.57006996580049,6,70,91732.99492873938
1,65.52574212707029,1052.42,72.0485098074306,1,71,90157.4261479344
1,-4.436291403028445,1842.95,131.47361944856587,10,82,88683.00374084478
1,41.00423166872584,1485.13,72.95782984529396,19,48,92569.32971047802
1,29.555955638280704,1595.79,121.5749683853704,4,79,89869.70595242409
1,36.90437828411408,1667.02,136.01402524077454,17,66,90995.8649223196
1,42.99271954397288,1194.8,89.29732278041573,24,36,93260.87559498765
1,53.46215983307103,1469.69,140.1072927636182,17,12,95977.12466942822
1,9.801265669797466,114.25,39.20857488644392,8,12,94042.52055967622
1,-0.0732387464131409,887.31,97.34062284965869,1,46,92380.36724151333
1,20.306459667440866,1386.8,86.60480380467784,7,3,89969.03593289078
1,50.6346407334767,1829.63,92.77712630992109,22,72,89217.98307846923
1,16.176581915241854,1520.87,205.1048924051236,19,62,91629.2777035308
1,55.58163574717238,434.33,4.617240772503116,6,3,97041.86552195612
1,29.77520860072832,672.49,27.90942000324904,15,38,95055.15949505172
1,1.2759175574649682,744.35,40.93203438494446,10,63,91708.21573339507
1,32.430761569093846,494.36,-47.66107750783242,24,31,96004.61025255738
1,42.11228427448879,1829.09,140.71939979797563,2,92,89759.2219782219
1,23.34861338117278,864.39,53.8123092996026,15,48,92981.98822016508
1,55.902296722201314,1100.35,130.04941491717562,1,62,91625.0909098456
1,41.52331350063884,1528.45,172.4833574553668,20,24,92412.95545994485
1,66.12557827706732,1745.24,157.26014445431346,11,5,93956.53428642219
1,39.85368161491878,738.86,113.08981870571516,19,13,95083.89451032848
1,60.87419264495715,18.15,18.631749190063097,2,13,98033.78543544741
1,55.99027272040296,732.87,65.17419441987225,24,41,96786.1683635686
1,42.05716332035228,1230.89,118.82650841491116,8,20,92468.51781683252
1,63.71320900550002,347.38,21.731525320930032,12,75,94407.68987739837
1,32.892340737273045,1249.4,92.70352429832748,24,97,92267.37531303836
1,6.544241175700776,418.31,24.26122315530168,13,95,92589.17110459262
1,41.63786770750319,1055.52,38.59623342649965,22,34,95114.32948671555
1,8.651181761105223,1654.15,162.89558526581482,3,64,90859.0187050763
1,50.75001722690379,260.9,-26.17518054647904,22,41,98550.07094608579
1,15.494366779417916,1360.3,164.50856320368183,16,46,91334.59433511744
1,34.27514275146487,1329.48,107.18027099195255,10,66,89425.5648690075
1,26.963035423391947,640.14,60.08734908250453,13,30,94508.70661234763
1,62.96108686824635,465.68,66.60303881404782,8,49,96111.49931559718
1,11.817699351670848,1067.01,128.1966232531464,19,91,92376.07460723986
1,66.52624112388338,1213.01,30.639729568327358,6,62,89470.13554837456
1,43.169858543210914,1641.33,137.3745161918014,9,62,91541.64715234621
1,50.07867687968664,463.61,85.73384560403912,22,82,96566.12168285862
1,15.980088798852812,663.08,-25.22809097161273,2,56,90380.85796513397
1,42.01358915338364,1948.87,194.76232376975315,11,46,91628.19768056006
1,26.05709673234377,1085.03,-15.125511470109473,20,4,93714.6373960544
1,27.590167678795574,211.57,-32.08404218178018,18,35,97413.97321740218
1,30.21821643127322,1677.07,152.8678275920094,15,70,91693.97644287674
1,16.646175418767616,1438.04,46.58784488390231,12,97,90195.01168525743
1,39.749846176474335,478.36,-6.223136884207534,21,11,96837.58253951272
1,73.6560555157564,1017.6,17.992249626820666,3,22,90680.36938367883
1,47.78589974594481,816.37,155.88004661037797,13,49,96616.49984781333
1,3.62262310653683,1883.43,177.7200877743667,2,67,88098.30140779942
1,37.62610202921364,1314.2,146.64251389263347,10,44,94499.26278233022
1,39.89483624653663,532.84,36.82184497424228,24,11,99172.7977403659
1,19.98870349676338,289.76,8.406812562140043,16,86,93632.74508407881
1,26.90245716881815,1879.93,88.36999056744838,12,84,86113.59297392477
1,53.69447389535343,20.61,-12.73696813739314,7,22,94842.31705117301
1,37.07303820168512,785.33,32.60508940941883,14,79,92663.9846806433
1,57.56108822081565,276.32,67.76499621461681,11,92,94789.09015556163
1,46.18826208504812,179.47,73.20739333287867,12,83,94957.38573925884
1,29.20759195395225,1570.78,214.6991357787089,15,49,91487.0907903341
1,11.718345300488895,1943.99,217.5866969730616,7,53,90843.48641004955
1,12.597591941006051,595.74,23.683903153850693,9,68,92756.27077884978
1,56.48896008844841,135.65,-43.58634929801972,13,30,96457.0628993811
